sess_id,seqnum,tradedate,tradetime,ticker,clgroup,pos,pos_long,pos_short,pos_long_num,pos_short_num,systime,trade_session_date
7025,96,2024-04-04,12:00:00,Si,FIZ,383016,562046,-179030,10285,4201,2025-06-21 16:22:46,2024-04-04
6967,58,2024-01-10,23:50:00,Si,YUR,-87999,2499851,-2587850,246,150,2025-06-21 16:22:46,2024-01-10
6967,58,2024-01-10,23:50:00,Si,FIZ,87999,402527,-314528,7682,6508,2025-06-21 16:22:46,2024-01-10
6967,12,2024-01-10,20:00:00,Si,YUR,-88075,2500343,-2588418,245,153,2025-06-21 16:22:46,2024-01-10
6967,12,2024-01-10,20:00:00,Si,FIZ,88075,404014,-315939,7819,6590,2025-06-21 16:22:46,2024-01-10
6966,143,2024-01-10,16:00:00,Si,YUR,-100438,2516831,-2617269,252,156,2025-06-21 16:22:46,2024-01-10
6966,143,2024-01-10,16:00:00,Si,FIZ,100438,414071,-313633,8040,6976,2025-06-21 16:22:46,2024-01-10
6966,96,2024-01-10,12:00:00,Si,YUR,-107823,2556414,-2664237,245,162,2025-06-21 16:22:46,2024-01-10
6966,96,2024-01-10,12:00:00,Si,FIZ,107823,420357,-312534,7758,7112,2025-06-21 16:22:46,2024-01-10
7024,57,2024-04-02,23:50:00,Si,YUR,-430352,2523267,-2953619,280,74,2025-06-21 16:22:46,2024-04-02
7024,57,2024-04-02,23:50:00,Si,FIZ,430352,578504,-148152,11389,3243,2025-06-21 16:22:46,2024-04-02
7024,11,2024-04-02,20:00:00,Si,YUR,-431027,2522631,-2953658,281,73,2025-06-21 16:22:46,2024-04-02
7024,11,2024-04-02,20:00:00,Si,FIZ,431027,579872,-148845,11482,3300,2025-06-21 16:22:46,2024-04-02
7023,143,2024-04-02,16:00:00,Si,YUR,-418353,2500988,-2919341,282,83,2025-06-21 16:22:46,2024-04-02
7023,143,2024-04-02,16:00:00,Si,FIZ,418353,586813,-168460,11792,3340,2025-06-21 16:22:46,2024-04-02
7023,96,2024-04-02,12:00:00,Si,YUR,-408681,2487991,-2896672,284,85,2025-06-21 16:22:46,2024-04-02
7023,96,2024-04-02,12:00:00,Si,FIZ,408681,587671,-178990,11514,3455,2025-06-21 16:22:46,2024-04-02
7019,57,2024-03-26,23:50:00,Si,YUR,-247322,2463044,-2710366,260,100,2025-06-21 16:22:46,2024-03-26
7019,57,2024-03-26,23:50:00,Si,FIZ,247322,465145,-217823,9141,4688,2025-06-21 16:22:46,2024-03-26
7019,11,2024-03-26,20:00:00,Si,YUR,-247828,2463077,-2710905,262,99,2025-06-21 16:22:46,2024-03-26
7019,11,2024-03-26,20:00:00,Si,FIZ,247828,467142,-219314,9240,4770,2025-06-21 16:22:46,2024-03-26
7018,142,2024-03-26,16:00:00,Si,YUR,-261706,2420342,-2682048,257,113,2025-06-21 16:22:46,2024-03-26
7018,142,2024-03-26,16:00:00,Si,FIZ,261706,478428,-216722,9286,5098,2025-06-21 16:22:46,2024-03-26
7018,94,2024-03-26,12:00:00,Si,YUR,-277806,2371109,-2648915,259,102,2025-06-21 16:22:46,2024-03-26
7018,94,2024-03-26,12:00:00,Si,FIZ,277806,482695,-204889,9440,4515,2025-06-21 16:22:46,2024-03-26
7027,57,2024-04-05,23:50:00,Si,YUR,-439965,2680939,-3120904,274,83,2025-06-21 16:22:46,2024-04-05
7027,57,2024-04-05,23:50:00,Si,FIZ,439965,561720,-121755,11307,2872,2025-06-21 16:22:46,2024-04-05
7027,11,2024-04-05,20:00:00,Si,YUR,-439174,2681581,-3120755,276,82,2025-06-21 16:22:46,2024-04-05
7027,11,2024-04-05,20:00:00,Si,FIZ,439174,564574,-125400,11435,2967,2025-06-21 16:22:46,2024-04-05
7026,141,2024-04-05,16:00:00,Si,YUR,-440624,2662223,-3102847,276,93,2025-06-21 16:22:46,2024-04-05
7026,141,2024-04-05,16:00:00,Si,FIZ,440624,572214,-131590,11677,3191,2025-06-21 16:22:46,2024-04-05
7026,94,2024-04-05,12:00:00,Si,YUR,-397972,2669442,-3067414,264,104,2025-06-21 16:22:46,2024-04-05
7026,94,2024-04-05,12:00:00,Si,FIZ,397972,548902,-150930,10568,3983,2025-06-21 16:22:46,2024-04-05
7031,57,2024-04-11,23:50:00,Si,YUR,-401165,2632389,-3033554,288,88,2025-06-21 16:22:46,2024-04-11
7031,57,2024-04-11,23:50:00,Si,FIZ,401165,584937,-183772,11320,3778,2025-06-21 16:22:46,2024-04-11
7031,11,2024-04-11,20:00:00,Si,YUR,-400083,2632389,-3032472,289,86,2025-06-21 16:22:46,2024-04-11
7031,11,2024-04-11,20:00:00,Si,FIZ,400083,583239,-183156,11355,3859,2025-06-21 16:22:46,2024-04-11
7030,141,2024-04-11,16:00:00,Si,YUR,-396825,2615182,-3012007,291,94,2025-06-21 16:22:46,2024-04-11
7030,141,2024-04-11,16:00:00,Si,FIZ,396825,587540,-190715,11476,4030,2025-06-21 16:22:46,2024-04-11
7030,94,2024-04-11,12:00:00,Si,YUR,-407004,2619651,-3026655,293,95,2025-06-21 16:22:46,2024-04-11
7030,94,2024-04-11,12:00:00,Si,FIZ,407004,601498,-194494,12164,3658,2025-06-21 16:22:46,2024-04-11
7032,58,2024-04-12,23:50:00,Si,YUR,-407272,2713725,-3120997,281,91,2025-06-21 16:22:46,2024-04-12
7032,58,2024-04-12,23:50:00,Si,FIZ,407272,585292,-178020,10490,3772,2025-06-21 16:22:46,2024-04-12
7032,12,2024-04-12,20:00:00,Si,YUR,-405407,2716125,-3121532,282,90,2025-06-21 16:22:46,2024-04-12
7032,12,2024-04-12,20:00:00,Si,FIZ,405407,586343,-180936,10559,3932,2025-06-21 16:22:46,2024-04-12
7031,141,2024-04-12,16:00:00,Si,YUR,-409452,2705237,-3114689,290,96,2025-06-21 16:22:46,2024-04-12
7031,141,2024-04-12,16:00:00,Si,FIZ,409452,596808,-187356,11378,3753,2025-06-21 16:22:46,2024-04-12
7031,94,2024-04-12,12:00:00,Si,YUR,-399574,2672934,-3072508,289,95,2025-06-21 16:22:46,2024-04-12
7031,94,2024-04-12,12:00:00,Si,FIZ,399574,595648,-196074,11658,3809,2025-06-21 16:22:46,2024-04-12
7031,58,2024-04-12,09:00:00,Si,YUR,-400780,2632774,-3033554,289,88,2025-06-21 16:22:46,2024-04-12
7031,58,2024-04-12,09:00:00,Si,FIZ,400780,584574,-183794,11316,3779,2025-06-21 16:22:46,2024-04-12
7033,59,2024-04-15,23:50:00,Si,YUR,-411954,2725666,-3137620,283,90,2025-06-21 16:22:46,2024-04-15
7033,59,2024-04-15,23:50:00,Si,FIZ,411954,582410,-170456,11060,3107,2025-06-21 16:22:46,2024-04-15
7033,13,2024-04-15,20:00:00,Si,YUR,-412999,2725022,-3138021,285,91,2025-06-21 16:22:46,2024-04-15
7033,13,2024-04-15,20:00:00,Si,FIZ,412999,584584,-171585,11199,3118,2025-06-21 16:22:46,2024-04-15
7032,142,2024-04-15,16:00:00,Si,YUR,-416400,2709185,-3125585,291,92,2025-06-21 16:22:46,2024-04-15
7032,142,2024-04-15,16:00:00,Si,FIZ,416400,585885,-169485,11125,3345,2025-06-21 16:22:46,2024-04-15
7032,95,2024-04-15,12:00:00,Si,YUR,-411658,2707528,-3119186,282,96,2025-06-21 16:22:46,2024-04-15
7032,95,2024-04-15,12:00:00,Si,FIZ,411658,585799,-174141,11267,3288,2025-06-21 16:22:46,2024-04-15
7032,59,2024-04-15,09:00:00,Si,YUR,-407272,2713725,-3120997,281,91,2025-06-21 16:22:46,2024-04-15
7032,59,2024-04-15,09:00:00,Si,FIZ,407272,585323,-178051,10496,3772,2025-06-21 16:22:46,2024-04-15
7035,58,2024-04-17,23:50:00,Si,YUR,-430124,2636530,-3066654,286,93,2025-06-21 16:22:46,2024-04-17
7035,58,2024-04-17,23:50:00,Si,FIZ,430124,594967,-164843,11288,3800,2025-06-21 16:22:46,2024-04-17
7035,12,2024-04-17,20:00:00,Si,YUR,-429622,2636024,-3065646,289,91,2025-06-21 16:22:46,2024-04-17
7035,12,2024-04-17,20:00:00,Si,FIZ,429622,594355,-164733,11295,3883,2025-06-21 16:22:46,2024-04-17
7034,145,2024-04-17,16:00:00,Si,YUR,-434677,2624028,-3058705,289,95,2025-06-21 16:22:46,2024-04-17
7034,145,2024-04-17,16:00:00,Si,FIZ,434677,601847,-167170,11513,3971,2025-06-21 16:22:46,2024-04-17
7034,97,2024-04-17,12:00:00,Si,YUR,-450621,2612277,-3062898,287,95,2025-06-21 16:22:46,2024-04-17
7034,97,2024-04-17,12:00:00,Si,FIZ,450621,614990,-164369,11928,3806,2025-06-21 16:22:46,2024-04-17
7036,57,2024-04-18,23:50:00,Si,YUR,-405703,2736859,-3142562,292,95,2025-06-21 16:22:46,2024-04-18
7036,57,2024-04-18,23:50:00,Si,FIZ,405703,597279,-191576,10900,4396,2025-06-21 16:22:46,2024-04-18
7036,11,2024-04-18,20:00:00,Si,YUR,-405281,2737484,-3142765,290,97,2025-06-21 16:22:46,2024-04-18
7036,11,2024-04-18,20:00:00,Si,FIZ,405281,596354,-191073,10917,4470,2025-06-21 16:22:46,2024-04-18
7035,142,2024-04-18,16:00:00,Si,YUR,-415569,2704047,-3119616,288,102,2025-06-21 16:22:46,2024-04-18
7035,142,2024-04-18,16:00:00,Si,FIZ,415569,604396,-188827,10828,4764,2025-06-21 16:22:46,2024-04-18
7035,95,2024-04-18,12:00:00,Si,YUR,-422341,2652876,-3075217,295,99,2025-06-21 16:22:46,2024-04-18
7035,95,2024-04-18,12:00:00,Si,FIZ,422341,590595,-168254,11043,4557,2025-06-21 16:22:46,2024-04-18
7007,57,2024-03-07,23:50:00,Si,YUR,-195392,2977046,-3172438,296,147,2025-06-21 16:22:46,2024-03-07
7007,57,2024-03-07,23:50:00,Si,FIZ,195392,515318,-319926,9764,6774,2025-06-21 16:22:46,2024-03-07
7007,11,2024-03-07,20:00:00,Si,YUR,-194488,2977593,-3172081,302,143,2025-06-21 16:22:46,2024-03-07
7007,11,2024-03-07,20:00:00,Si,FIZ,194488,516741,-322253,9871,6934,2025-06-21 16:22:46,2024-03-07
7006,141,2024-03-07,16:00:00,Si,YUR,-184365,2984878,-3169243,304,151,2025-06-21 16:22:46,2024-03-07
7006,141,2024-03-07,16:00:00,Si,FIZ,184365,511756,-327391,10262,7081,2025-06-21 16:22:46,2024-03-07
7006,94,2024-03-07,12:00:00,Si,YUR,-160904,2944721,-3105625,291,156,2025-06-21 16:22:46,2024-03-07
7006,94,2024-03-07,12:00:00,Si,FIZ,160904,504988,-344084,9286,7959,2025-06-21 16:22:46,2024-03-07
7038,59,2024-04-22,23:50:00,Si,YUR,-427219,2801289,-3228508,280,113,2025-06-21 16:22:46,2024-04-22
7038,59,2024-04-22,23:50:00,Si,FIZ,427219,612294,-185075,11038,3599,2025-06-21 16:22:46,2024-04-22
7038,13,2024-04-22,20:00:00,Si,YUR,-427727,2801062,-3228789,277,115,2025-06-21 16:22:46,2024-04-22
7038,13,2024-04-22,20:00:00,Si,FIZ,427727,612893,-185166,11056,3643,2025-06-21 16:22:46,2024-04-22
7037,143,2024-04-22,16:00:00,Si,YUR,-426141,2794429,-3220570,277,120,2025-06-21 16:22:46,2024-04-22
7037,143,2024-04-22,16:00:00,Si,FIZ,426141,618280,-192139,11373,3783,2025-06-21 16:22:46,2024-04-22
7037,96,2024-04-22,12:00:00,Si,YUR,-396224,2804817,-3201041,280,123,2025-06-21 16:22:46,2024-04-22
7037,96,2024-04-22,12:00:00,Si,FIZ,396224,613953,-217729,10609,5012,2025-06-21 16:22:46,2024-04-22
7037,59,2024-04-19,23:50:00,Si,YUR,-394242,2790026,-3184268,265,116,2025-06-21 16:22:46,2024-04-19
7037,59,2024-04-19,23:50:00,Si,FIZ,394242,601920,-207678,10419,4601,2025-06-21 16:22:46,2024-04-19
7037,13,2024-04-19,20:00:00,Si,YUR,-393982,2790362,-3184344,265,115,2025-06-21 16:22:46,2024-04-19
7037,13,2024-04-19,20:00:00,Si,FIZ,393982,605487,-211505,10522,4753,2025-06-21 16:22:46,2024-04-19
7036,141,2024-04-19,16:00:00,Si,YUR,-397427,2755901,-3153328,271,119,2025-06-21 16:22:46,2024-04-19
7036,141,2024-04-19,16:00:00,Si,FIZ,397427,614872,-217445,10589,4767,2025-06-21 16:22:46,2024-04-19
7036,94,2024-04-19,12:00:00,Si,YUR,-400438,2744469,-3144907,282,111,2025-06-21 16:22:46,2024-04-19
7036,94,2024-04-19,12:00:00,Si,FIZ,400438,603930,-203492,10835,4608,2025-06-21 16:22:46,2024-04-19
7036,59,2024-04-19,09:05:00,Si,YUR,-406136,2736252,-3142388,293,94,2025-06-21 16:22:46,2024-04-19
7036,59,2024-04-19,09:05:00,Si,FIZ,406136,598105,-191969,10958,4409,2025-06-21 16:22:46,2024-04-19
7039,59,2024-04-23,23:50:00,Si,YUR,-370109,2815801,-3185910,274,117,2025-06-21 16:22:46,2024-04-23
7039,59,2024-04-23,23:50:00,Si,FIZ,370109,590051,-219942,10256,4497,2025-06-21 16:22:46,2024-04-23
7039,13,2024-04-23,20:00:00,Si,YUR,-370642,2816119,-3186761,272,120,2025-06-21 16:22:46,2024-04-23
7039,13,2024-04-23,20:00:00,Si,FIZ,370642,591364,-220722,10299,4567,2025-06-21 16:22:46,2024-04-23
7038,144,2024-04-23,16:00:00,Si,YUR,-377140,2816429,-3193569,274,121,2025-06-21 16:22:46,2024-04-23
7038,144,2024-04-23,16:00:00,Si,FIZ,377140,599440,-222300,10429,4890,2025-06-21 16:22:46,2024-04-23
7038,97,2024-04-23,12:00:00,Si,YUR,-419609,2799168,-3218777,294,106,2025-06-21 16:22:46,2024-04-23
7038,97,2024-04-23,12:00:00,Si,FIZ,419609,610345,-190736,10908,4072,2025-06-21 16:22:46,2024-04-23
7030,57,2024-04-10,23:50:00,Si,YUR,-420392,2618426,-3038818,289,81,2025-06-21 16:22:46,2024-04-10
7030,57,2024-04-10,23:50:00,Si,FIZ,420392,600901,-180509,12057,3320,2025-06-21 16:22:46,2024-04-10
7030,11,2024-04-10,20:00:00,Si,YUR,-421287,2617227,-3038514,289,81,2025-06-21 16:22:46,2024-04-10
7030,11,2024-04-10,20:00:00,Si,FIZ,421287,603273,-181986,12094,3356,2025-06-21 16:22:46,2024-04-10
7029,141,2024-04-10,16:00:00,Si,YUR,-425861,2618279,-3044140,296,88,2025-06-21 16:22:46,2024-04-10
7029,141,2024-04-10,16:00:00,Si,FIZ,425861,606017,-180156,12040,3386,2025-06-21 16:22:46,2024-04-10
7029,94,2024-04-10,12:00:00,Si,YUR,-421863,2650360,-3072223,292,91,2025-06-21 16:22:46,2024-04-10
7029,94,2024-04-10,12:00:00,Si,FIZ,421863,598762,-176899,12087,3415,2025-06-21 16:22:46,2024-04-10
7028,57,2024-04-08,23:50:00,Si,YUR,-398437,2616455,-3014892,266,91,2025-06-21 16:22:46,2024-04-08
7028,57,2024-04-08,23:50:00,Si,FIZ,398437,538294,-139857,10550,3379,2025-06-21 16:22:46,2024-04-08
7028,11,2024-04-08,20:00:00,Si,YUR,-398207,2617222,-3015429,266,94,2025-06-21 16:22:46,2024-04-08
7028,11,2024-04-08,20:00:00,Si,FIZ,398207,539049,-140842,10617,3432,2025-06-21 16:22:46,2024-04-08
7027,142,2024-04-08,16:00:00,Si,YUR,-401691,2611244,-3012935,281,87,2025-06-21 16:22:46,2024-04-08
7027,142,2024-04-08,16:00:00,Si,FIZ,401691,541399,-139708,10791,3668,2025-06-21 16:22:46,2024-04-08
7027,95,2024-04-08,12:00:00,Si,YUR,-418418,2694128,-3112546,283,86,2025-06-21 16:22:46,2024-04-08
7027,95,2024-04-08,12:00:00,Si,FIZ,418418,551523,-133105,11123,3436,2025-06-21 16:22:46,2024-04-08
7021,59,2024-03-28,23:50:00,Si,YUR,-357295,2474515,-2831810,264,92,2025-06-21 16:22:46,2024-03-28
7021,59,2024-03-28,23:50:00,Si,FIZ,357295,522789,-165494,9444,3660,2025-06-21 16:22:46,2024-03-28
7021,13,2024-03-28,20:00:00,Si,YUR,-356965,2474890,-2831855,262,92,2025-06-21 16:22:46,2024-03-28
7021,13,2024-03-28,20:00:00,Si,FIZ,356965,523443,-166478,9589,3709,2025-06-21 16:22:46,2024-03-28
7020,141,2024-03-28,16:00:00,Si,YUR,-352805,2476028,-2828833,264,101,2025-06-21 16:22:46,2024-03-28
7020,141,2024-03-28,16:00:00,Si,FIZ,352805,531783,-178978,9604,4129,2025-06-21 16:22:46,2024-03-28
7020,94,2024-03-28,12:00:00,Si,YUR,-328522,2488991,-2817513,255,111,2025-06-21 16:22:46,2024-03-28
7020,94,2024-03-28,12:00:00,Si,FIZ,328522,514359,-185837,9518,4376,2025-06-21 16:22:46,2024-03-28
7020,59,2024-03-28,09:05:00,Si,YUR,-269065,2551659,-2820724,250,114,2025-06-21 16:22:46,2024-03-28
7020,59,2024-03-28,09:05:00,Si,FIZ,269065,501091,-232026,9135,4839,2025-06-21 16:22:46,2024-03-28
7040,59,2024-04-24,23:50:00,Si,YUR,-350291,2807669,-3157960,247,137,2025-06-21 16:22:46,2024-04-24
7040,59,2024-04-24,23:50:00,Si,FIZ,350291,589248,-238957,9479,5068,2025-06-21 16:22:46,2024-04-24
7040,13,2024-04-24,20:00:00,Si,YUR,-349457,2807887,-3157344,247,139,2025-06-21 16:22:46,2024-04-24
7040,13,2024-04-24,20:00:00,Si,FIZ,349457,589541,-240084,9553,5140,2025-06-21 16:22:46,2024-04-24
7039,143,2024-04-24,16:00:00,Si,YUR,-360231,2795857,-3156088,259,138,2025-06-21 16:22:46,2024-04-24
7039,143,2024-04-24,16:00:00,Si,FIZ,360231,594762,-234531,9700,5197,2025-06-21 16:22:46,2024-04-24
7039,96,2024-04-24,12:00:00,Si,YUR,-368143,2816424,-3184567,260,136,2025-06-21 16:22:46,2024-04-24
7039,96,2024-04-24,12:00:00,Si,FIZ,368143,595966,-227823,9642,5053,2025-06-21 16:22:46,2024-04-24
7041,59,2024-04-25,23:50:00,Si,YUR,-368254,2859796,-3228050,249,135,2025-06-21 16:22:46,2024-04-25
7041,59,2024-04-25,23:50:00,Si,FIZ,368254,587365,-219111,9999,4395,2025-06-21 16:22:46,2024-04-25
7041,13,2024-04-25,20:00:00,Si,YUR,-367542,2858854,-3226396,248,134,2025-06-21 16:22:46,2024-04-25
7041,13,2024-04-25,20:00:00,Si,FIZ,367542,587026,-219484,10039,4446,2025-06-21 16:22:46,2024-04-25
7040,143,2024-04-25,16:00:00,Si,YUR,-372340,2841642,-3213982,249,145,2025-06-21 16:22:46,2024-04-25
7040,143,2024-04-25,16:00:00,Si,FIZ,372340,599491,-227151,9957,4824,2025-06-21 16:22:46,2024-04-25
7040,96,2024-04-25,12:00:00,Si,YUR,-368405,2801466,-3169871,247,150,2025-06-21 16:22:46,2024-04-25
7040,96,2024-04-25,12:00:00,Si,FIZ,368405,593009,-224604,9774,4848,2025-06-21 16:22:46,2024-04-25
7042,59,2024-04-26,23:50:00,Si,YUR,-400382,2967181,-3367563,249,128,2025-06-21 16:22:46,2024-04-26
7042,59,2024-04-26,23:50:00,Si,FIZ,400382,630602,-230220,10367,4808,2025-06-21 16:22:46,2024-04-26
7042,13,2024-04-26,20:00:00,Si,YUR,-400407,2968087,-3368494,250,129,2025-06-21 16:22:46,2024-04-26
7042,13,2024-04-26,20:00:00,Si,FIZ,400407,633154,-232747,10408,4935,2025-06-21 16:22:46,2024-04-26
7041,144,2024-04-26,16:00:00,Si,YUR,-388143,2949627,-3337770,251,143,2025-06-21 16:22:46,2024-04-26
7041,144,2024-04-26,16:00:00,Si,FIZ,388143,625034,-236891,10368,5224,2025-06-21 16:22:46,2024-04-26
7041,96,2024-04-26,12:00:00,Si,YUR,-403264,2882154,-3285418,248,138,2025-06-21 16:22:46,2024-04-26
7041,96,2024-04-26,12:00:00,Si,FIZ,403264,594850,-191586,10439,4329,2025-06-21 16:22:46,2024-04-26
7044,57,2024-04-29,23:50:00,Si,YUR,-414824,2974971,-3389795,271,103,2025-06-21 16:22:46,2024-04-29
7044,57,2024-04-29,23:50:00,Si,FIZ,414824,617354,-202530,11118,2780,2025-06-21 16:22:46,2024-04-29
7044,11,2024-04-29,20:00:00,Si,YUR,-412571,2975436,-3388007,272,103,2025-06-21 16:22:46,2024-04-29
7044,11,2024-04-29,20:00:00,Si,FIZ,412571,615694,-203123,11170,2820,2025-06-21 16:22:46,2024-04-29
7043,143,2024-04-29,16:00:00,Si,YUR,-420301,2969405,-3389706,276,107,2025-06-21 16:22:46,2024-04-29
7043,143,2024-04-29,16:00:00,Si,FIZ,420301,624756,-204455,11387,2931,2025-06-21 16:22:46,2024-04-29
7043,96,2024-04-29,12:00:00,Si,YUR,-414325,2972665,-3386990,274,118,2025-06-21 16:22:46,2024-04-29
7043,96,2024-04-29,12:00:00,Si,FIZ,414325,618787,-204462,11324,3499,2025-06-21 16:22:46,2024-04-29
7046,59,2024-05-02,23:50:00,Si,YUR,-394120,2963949,-3358069,265,128,2025-06-21 16:22:46,2024-05-02
7046,59,2024-05-02,23:50:00,Si,FIZ,394120,623789,-229669,10175,4428,2025-06-21 16:22:46,2024-05-02
7046,13,2024-05-02,20:00:00,Si,YUR,-392392,2964116,-3356508,265,129,2025-06-21 16:22:46,2024-05-02
7046,13,2024-05-02,20:00:00,Si,FIZ,392392,623238,-230846,10244,4466,2025-06-21 16:22:46,2024-05-02
7045,143,2024-05-02,16:00:00,Si,YUR,-388745,2966647,-3355392,264,135,2025-06-21 16:22:46,2024-05-02
7045,143,2024-05-02,16:00:00,Si,FIZ,388745,629555,-240810,10587,4582,2025-06-21 16:22:46,2024-05-02
7045,96,2024-05-02,12:00:00,Si,YUR,-387800,2960015,-3347815,275,121,2025-06-21 16:22:46,2024-05-02
7045,96,2024-05-02,12:00:00,Si,FIZ,387800,612832,-225032,10279,4426,2025-06-21 16:22:46,2024-05-02
7045,59,2024-04-30,23:50:00,Si,YUR,-385287,2984578,-3369865,281,98,2025-06-21 16:22:46,2024-04-30
7045,59,2024-04-30,23:50:00,Si,FIZ,385287,591680,-206393,10332,2756,2025-06-21 16:22:46,2024-04-30
7045,13,2024-04-30,20:00:00,Si,YUR,-384841,2984255,-3369096,282,98,2025-06-21 16:22:46,2024-04-30
7045,13,2024-04-30,20:00:00,Si,FIZ,384841,593120,-208279,10375,2824,2025-06-21 16:22:46,2024-04-30
7044,141,2024-04-30,16:00:00,Si,YUR,-389102,2985163,-3374265,288,102,2025-06-21 16:22:46,2024-04-30
7044,141,2024-04-30,16:00:00,Si,FIZ,389102,607024,-217922,11357,2970,2025-06-21 16:22:46,2024-04-30
7044,94,2024-04-30,12:00:00,Si,YUR,-401562,2981394,-3382956,285,102,2025-06-21 16:22:46,2024-04-30
7044,94,2024-04-30,12:00:00,Si,FIZ,401562,610546,-208984,11384,2867,2025-06-21 16:22:46,2024-04-30
7044,59,2024-04-30,09:05:00,Si,YUR,-411568,2975732,-3387300,271,105,2025-06-21 16:22:46,2024-04-30
7044,59,2024-04-30,09:05:00,Si,FIZ,411568,615103,-203535,11123,2803,2025-06-21 16:22:46,2024-04-30
7049,57,2024-05-07,23:50:00,Si,YUR,-506657,3004674,-3511331,269,130,2025-06-21 16:22:46,2024-05-07
7049,57,2024-05-07,23:50:00,Si,FIZ,506657,734504,-227847,10627,4840,2025-06-21 16:22:46,2024-05-07
7049,11,2024-05-07,20:00:00,Si,YUR,-508259,3004285,-3512544,265,133,2025-06-21 16:22:46,2024-05-07
7049,11,2024-05-07,20:00:00,Si,FIZ,508259,736543,-228284,10657,4921,2025-06-21 16:22:46,2024-05-07
7048,142,2024-05-07,16:00:00,Si,YUR,-500647,3006028,-3506675,269,133,2025-06-21 16:22:46,2024-05-07
7048,142,2024-05-07,16:00:00,Si,FIZ,500647,737827,-237180,10639,5044,2025-06-21 16:22:46,2024-05-07
7048,95,2024-05-07,12:00:00,Si,YUR,-492970,2988525,-3481495,270,142,2025-06-21 16:22:46,2024-05-07
7048,95,2024-05-07,12:00:00,Si,FIZ,492970,725996,-233026,10552,5363,2025-06-21 16:22:46,2024-05-07
7050,58,2024-05-08,23:50:00,Si,YUR,-552884,3025000,-3577884,297,96,2025-06-21 16:22:46,2024-05-08
7050,58,2024-05-08,23:50:00,Si,FIZ,552884,749469,-196585,12235,2577,2025-06-21 16:22:46,2024-05-08
7050,12,2024-05-08,20:00:00,Si,YUR,-552936,3025465,-3578401,297,97,2025-06-21 16:22:46,2024-05-08
7050,12,2024-05-08,20:00:00,Si,FIZ,552936,751300,-198364,12341,2647,2025-06-21 16:22:46,2024-05-08
7049,141,2024-05-08,16:00:00,Si,YUR,-573764,3020957,-3594721,301,106,2025-06-21 16:22:46,2024-05-08
7049,141,2024-05-08,16:00:00,Si,FIZ,573764,773390,-199626,12493,2815,2025-06-21 16:22:46,2024-05-08
7049,94,2024-05-08,12:00:00,Si,YUR,-547527,3007091,-3554618,288,113,2025-06-21 16:22:46,2024-05-08
7049,94,2024-05-08,12:00:00,Si,FIZ,547527,753188,-205661,11492,3937,2025-06-21 16:22:46,2024-05-08
7049,58,2024-05-08,09:00:00,Si,YUR,-506620,3004711,-3511331,270,130,2025-06-21 16:22:46,2024-05-08
7049,58,2024-05-08,09:00:00,Si,FIZ,506620,734508,-227888,10624,4844,2025-06-21 16:22:46,2024-05-08
7013,57,2024-03-18,23:50:00,Si,YUR,-134435,3221342,-3355777,281,144,2025-06-21 16:22:46,2024-03-18
7013,57,2024-03-18,23:50:00,Si,FIZ,134435,500095,-365660,8873,7108,2025-06-21 16:22:46,2024-03-18
7013,11,2024-03-18,20:00:00,Si,YUR,-133725,3221692,-3355417,283,143,2025-06-21 16:22:46,2024-03-18
7013,11,2024-03-18,20:00:00,Si,FIZ,133725,500730,-367005,8939,7193,2025-06-21 16:22:46,2024-03-18
7012,143,2024-03-18,16:00:00,Si,YUR,-161067,3208705,-3369772,300,147,2025-06-21 16:22:46,2024-03-18
7012,143,2024-03-18,16:00:00,Si,FIZ,161067,522330,-361263,10314,6549,2025-06-21 16:22:46,2024-03-18
7012,96,2024-03-18,12:00:00,Si,YUR,-191878,3214530,-3406408,312,135,2025-06-21 16:22:46,2024-03-18
7012,96,2024-03-18,12:00:00,Si,FIZ,191878,536681,-344803,10454,6285,2025-06-21 16:22:46,2024-03-18
7051,58,2024-05-10,23:50:00,Si,YUR,-555577,3038625,-3594202,300,95,2025-06-21 16:22:46,2024-05-10
7051,58,2024-05-10,23:50:00,Si,FIZ,555577,748580,-193003,12101,2485,2025-06-21 16:22:46,2024-05-10
7051,12,2024-05-10,20:00:00,Si,YUR,-554988,3038329,-3593317,301,94,2025-06-21 16:22:46,2024-05-10
7051,12,2024-05-10,20:00:00,Si,FIZ,554988,748661,-193673,12146,2548,2025-06-21 16:22:46,2024-05-10
7050,142,2024-05-10,16:00:00,Si,YUR,-549199,3040950,-3590149,303,96,2025-06-21 16:22:46,2024-05-10
7050,142,2024-05-10,16:00:00,Si,FIZ,549199,746394,-197195,12410,2589,2025-06-21 16:22:46,2024-05-10
7050,95,2024-05-10,12:00:00,Si,YUR,-544014,3032797,-3576811,294,103,2025-06-21 16:22:46,2024-05-10
7050,95,2024-05-10,12:00:00,Si,FIZ,544014,739323,-195309,11872,2697,2025-06-21 16:22:46,2024-05-10
7052,59,2024-05-13,23:50:00,Si,YUR,-479420,3062880,-3542300,286,101,2025-06-21 16:22:46,2024-05-13
7052,59,2024-05-13,23:50:00,Si,FIZ,479420,729788,-250368,11048,4649,2025-06-21 16:22:46,2024-05-13
7052,13,2024-05-13,20:00:00,Si,YUR,-478583,3063036,-3541619,287,102,2025-06-21 16:22:46,2024-05-13
